Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient
2-P =,Untitled 2 Process
2-A =,Untitled 2 Ambient


Interval:,10,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
5692,28/05/2019,05:50:20,22.5,16.2,22.5,17.5
5693,28/05/2019,05:50:30,22.5,16.3,22.5,17.5
5694,28/05/2019,05:50:40,22.6,16.3,22.5,17.5
5695,28/05/2019,05:50:50,22.6,16.3,22.5,17.5
5696,28/05/2019,05:51:00,22.6,16.3,22.5,17.5
5697,28/05/2019,05:51:10,22.6,16.3,22.5,17.5
5698,28/05/2019,05:51:20,22.5,16.3,22.5,17.5
5699,28/05/2019,05:51:30,22.6,16.3,22.5,17.5
5700,28/05/2019,05:51:40,22.6,16.3,22.5,17.5
5701,28/05/2019,05:51:50,22.6,16.3,22.5,17.5
5702,28/05/2019,05:52:00,22.6,16.3,22.5,17.5
5703,28/05/2019,05:52:10,22.6,16.3,22.5,17.5
5704,28/05/2019,05:52:20,22.6,16.3,22.5,17.5
5705,28/05/2019,05:52:30,22.6,16.3,22.5,17.5
5706,28/05/2019,05:52:40,22.5,16.3,22.5,17.5
5707,28/05/2019,05:52:50,22.6,16.3,22.5,17.5
5708,28/05/2019,05:53:00,22.6,16.3,22.5,17.5
5709,28/05/2019,05:53:10,22.6,16.3,22.5,17.5
5710,28/05/2019,05:53:20,22.6,16.3,22.5,17.5
5711,28/05/2019,05:53:30,22.6,16.3,22.4,17.5
5712,28/05/2019,05:53:40,22.6,16.3,22.4,17.5
5713,28/05/2019,05:53:50,22.6,16.3,22.5,17.5
5714,28/05/2019,05:54:00,22.6,16.3,22.5,17.5
5715,28/05/2019,05:54:10,22.6,16.3,22.5,17.6
5716,28/05/2019,05:54:20,22.6,16.3,22.5,17.6
5717,28/05/2019,05:54:30,22.5,16.3,22.5,17.6
5718,28/05/2019,05:54:40,22.5,16.3,22.4,17.6
5719,28/05/2019,05:54:50,22.5,16.3,22.4,17.6
5720,28/05/2019,05:55:00,22.5,16.3,22.4,17.6
5721,28/05/2019,05:55:10,22.5,16.3,22.4,17.6
5722,28/05/2019,05:55:20,22.5,16.3,22.4,17.6
5723,28/05/2019,05:55:30,22.6,16.3,22.4,17.6
5724,28/05/2019,05:55:40,22.5,16.3,22.4,17.6
5725,28/05/2019,05:55:50,22.5,16.3,22.4,17.6
5726,28/05/2019,05:56:00,22.5,16.3,22.4,17.6
5727,28/05/2019,05:56:10,22.5,16.3,22.4,17.6
5728,28/05/2019,05:56:20,22.5,16.3,22.4,17.6
5729,28/05/2019,05:56:30,22.5,16.3,22.4,17.6
5730,28/05/2019,05:56:40,22.5,16.3,22.4,17.6
5731,28/05/2019,05:56:50,22.5,16.3,22.4,17.6
5732,28/05/2019,05:57:00,22.5,16.3,22.4,17.6
5733,28/05/2019,05:57:10,22.5,16.3,22.4,17.6
5734,28/05/2019,05:57:20,22.5,16.3,22.4,17.6
5735,28/05/2019,05:57:30,22.5,16.3,22.4,17.6
5736,28/05/2019,05:57:40,22.5,16.3,22.4,17.6
5737,28/05/2019,05:57:50,22.5,16.3,22.4,17.6
5738,28/05/2019,05:58:00,22.5,16.3,22.4,17.6
5739,28/05/2019,05:58:10,22.5,16.3,22.4,17.6
5740,28/05/2019,05:58:20,22.5,16.3,22.4,17.6
5741,28/05/2019,05:58:30,22.5,16.3,22.4,17.6
5742,28/05/2019,05:58:40,22.5,16.3,22.4,17.6
5743,28/05/2019,05:58:50,22.5,16.3,22.4,17.6
5744,28/05/2019,05:59:00,22.5,16.3,22.4,17.6
5745,28/05/2019,05:59:10,22.5,16.3,22.4,17.7
5746,28/05/2019,05:59:20,22.5,16.3,22.5,17.7
5747,28/05/2019,05:59:30,22.5,16.3,22.5,17.7
5748,28/05/2019,05:59:40,22.5,16.3,22.5,17.7
5749,28/05/2019,05:59:50,22.5,16.3,22.5,17.7
5750,28/05/2019,06:00:00,22.5,16.3,22.4,17.7
5751,28/05/2019,06:00:10,22.5,16.3,22.5,17.7
5752,28/05/2019,06:00:20,22.5,16.3,22.5,17.7
5753,28/05/2019,06:00:30,22.5,16.3,22.5,17.7
5754,28/05/2019,06:00:40,22.5,16.3,22.5,17.7
5755,28/05/2019,06:00:50,22.5,16.3,22.4,17.7
5756,28/05/2019,06:01:00,22.4,16.3,22.4,17.7
5757,28/05/2019,06:01:10,22.4,16.3,22.4,17.7
5758,28/05/2019,06:01:20,22.4,16.3,22.4,17.7
5759,28/05/2019,06:01:30,22.4,16.3,22.4,17.7
5760,28/05/2019,06:01:40,22.4,16.3,22.4,17.7
5761,28/05/2019,06:01:50,22.4,16.3,22.4,17.7
5762,28/05/2019,06:02:00,22.4,16.3,22.4,17.7
5763,28/05/2019,06:02:10,22.4,16.3,22.4,17.7
5764,28/05/2019,06:02:20,22.4,16.3,22.4,17.7
5765,28/05/2019,06:02:30,22.4,16.3,22.4,17.7
5766,28/05/2019,06:02:40,22.4,16.3,22.4,17.7
5767,28/05/2019,06:02:50,22.4,16.3,22.4,17.7
5768,28/05/2019,06:03:00,22.4,16.3,22.4,17.7
5769,28/05/2019,06:03:10,22.4,16.3,22.4,17.7
5770,28/05/2019,06:03:20,22.4,16.3,22.4,17.7
5771,28/05/2019,06:03:30,22.4,16.3,22.4,17.7
5772,28/05/2019,06:03:40,22.4,16.3,22.4,17.7
5773,28/05/2019,06:03:50,22.4,16.3,22.4,17.7
5774,28/05/2019,06:04:00,22.4,16.3,22.4,17.7
5775,28/05/2019,06:04:10,22.4,16.3,22.4,17.7
5776,28/05/2019,06:04:20,22.4,16.3,22.4,17.7
5777,28/05/2019,06:04:30,22.4,16.3,22.4,17.7
5778,28/05/2019,06:04:40,22.4,16.3,22.5,17.8
5779,28/05/2019,06:04:50,22.4,16.3,22.5,17.8
5780,28/05/2019,06:05:00,22.4,16.3,22.5,17.8
5781,28/05/2019,06:05:10,22.4,16.3,22.5,17.8
5782,28/05/2019,06:05:20,22.4,16.3,22.5,17.8
5783,28/05/2019,06:05:30,22.4,16.3,22.5,17.8
5784,28/05/2019,06:05:40,22.4,16.4,22.5,17.8
5785,28/05/2019,06:05:50,22.5,16.4,22.5,17.8
5786,28/05/2019,06:06:00,22.5,16.3,22.4,17.8
5787,28/05/2019,06:06:10,22.4,16.3,22.4,17.8
5788,28/05/2019,06:06:20,22.4,16.3,22.5,17.8
5789,28/05/2019,06:06:30,22.4,16.3,22.5,17.8
5790,28/05/2019,06:06:40,22.4,16.3,22.4,17.8
5791,28/05/2019,06:06:50,22.4,16.3,22.4,17.8
5792,28/05/2019,06:07:00,22.4,16.3,22.4,17.8
5793,28/05/2019,06:07:10,22.4,16.3,22.4,17.8
5794,28/05/2019,06:07:20,22.5,16.3,22.4,17.8
5795,28/05/2019,06:07:30,22.4,16.3,22.4,17.8
5796,28/05/2019,06:07:40,22.4,16.3,22.4,17.8
5797,28/05/2019,06:07:50,22.4,16.3,22.4,17.8
5798,28/05/2019,06:08:00,22.4,16.3,22.4,17.8
5799,28/05/2019,06:08:10,22.4,16.3,22.4,17.8
5800,28/05/2019,06:08:20,22.4,16.3,22.4,17.8
5801,28/05/2019,06:08:30,22.5,16.4,22.4,17.8
5802,28/05/2019,06:08:40,22.5,16.4,22.4,17.8
5803,28/05/2019,06:08:50,22.5,16.4,22.4,17.8
5804,28/05/2019,06:09:00,22.5,16.4,22.4,17.8
5805,28/05/2019,06:09:10,22.5,16.4,22.4,17.8
5806,28/05/2019,06:09:20,22.5,16.4,22.4,17.8
5807,28/05/2019,06:09:30,22.5,16.4,22.4,17.8
5808,28/05/2019,06:09:40,22.4,16.4,22.4,17.8
5809,28/05/2019,06:09:50,22.4,16.4,22.4,17.8
5810,28/05/2019,06:10:00,22.4,16.4,22.4,17.8
5811,28/05/2019,06:10:10,22.4,16.4,22.4,17.8
5812,28/05/2019,06:10:20,22.4,16.4,22.4,17.8
5813,28/05/2019,06:10:30,22.4,16.4,22.4,17.8
5814,28/05/2019,06:10:40,22.4,16.4,22.4,17.8
5815,28/05/2019,06:10:50,22.4,16.4,22.4,17.8
5816,28/05/2019,06:11:00,22.4,16.4,22.4,17.8
5817,28/05/2019,06:11:10,22.4,16.4,22.4,17.8
5818,28/05/2019,06:11:20,22.4,16.4,22.4,17.8
5819,28/05/2019,06:11:30,22.4,16.4,22.5,17.8
5820,28/05/2019,06:11:40,22.4,16.4,22.4,17.8
5821,28/05/2019,06:11:50,22.4,16.4,22.4,17.8
5822,28/05/2019,06:12:00,22.4,16.4,22.4,17.9
5823,28/05/2019,06:12:10,22.4,16.4,22.5,17.9
5824,28/05/2019,06:12:20,22.4,16.4,22.5,17.9
5825,28/05/2019,06:12:30,22.4,16.4,22.5,17.9
5826,28/05/2019,06:12:40,22.4,16.4,22.5,17.9
5827,28/05/2019,06:12:50,22.4,16.4,22.5,17.9
5828,28/05/2019,06:13:00,22.4,16.4,22.5,17.9
5829,28/05/2019,06:13:10,22.4,16.4,22.4,17.9
5830,28/05/2019,06:13:20,22.4,16.4,22.4,17.9
5831,28/05/2019,06:13:30,22.4,16.4,22.4,17.9
5832,28/05/2019,06:13:40,22.4,16.4,22.5,17.9
5833,28/05/2019,06:13:50,22.4,16.4,22.5,17.9
5834,28/05/2019,06:14:00,22.4,16.4,22.4,17.9
5835,28/05/2019,06:14:10,22.4,16.4,22.4,17.9
5836,28/05/2019,06:14:20,22.4,16.4,22.5,17.9
5837,28/05/2019,06:14:30,22.4,16.4,22.5,17.9
5838,28/05/2019,06:14:40,22.4,16.4,22.5,17.9
5839,28/05/2019,06:14:50,22.4,16.4,22.4,17.9
5840,28/05/2019,06:15:00,22.4,16.4,22.4,17.9
5841,28/05/2019,06:15:10,22.4,16.4,22.4,17.9
5842,28/05/2019,06:15:20,22.4,16.4,22.4,17.9
5843,28/05/2019,06:15:30,22.4,16.4,22.4,17.9
5844,28/05/2019,06:15:40,22.4,16.4,22.4,17.9
5845,28/05/2019,06:15:50,22.4,16.4,22.4,17.9
5846,28/05/2019,06:16:00,22.4,16.4,22.4,17.9
5847,28/05/2019,06:16:10,22.4,16.4,22.4,17.9
5848,28/05/2019,06:16:20,22.4,16.4,22.4,17.9
5849,28/05/2019,06:16:30,22.4,16.4,22.4,17.9
5850,28/05/2019,06:16:40,22.4,16.4,22.4,17.9
5851,28/05/2019,06:16:50,22.4,16.4,22.4,17.9
5852,28/05/2019,06:17:00,22.4,16.4,22.4,17.9
5853,28/05/2019,06:17:10,22.4,16.4,22.4,17.9
5854,28/05/2019,06:17:20,22.4,16.4,22.4,17.9
5855,28/05/2019,06:17:30,22.4,16.4,22.4,17.9
5856,28/05/2019,06:17:40,22.4,16.4,22.4,17.9
5857,28/05/2019,06:17:50,22.4,16.4,22.4,17.9
5858,28/05/2019,06:18:00,22.4,16.4,22.4,17.9
5859,28/05/2019,06:18:10,22.4,16.4,22.4,17.9
5860,28/05/2019,06:18:20,22.4,16.4,22.4,17.9
5861,28/05/2019,06:18:30,22.4,16.4,22.4,17.9
5862,28/05/2019,06:18:40,22.4,16.4,22.4,17.9
5863,28/05/2019,06:18:50,22.4,16.4,22.4,17.9
5864,28/05/2019,06:19:00,22.4,16.4,22.4,17.9
5865,28/05/2019,06:19:10,22.4,16.4,22.4,17.9
5866,28/05/2019,06:19:20,22.3,16.4,22.4,17.9
5867,28/05/2019,06:19:30,22.4,16.5,22.4,17.9
5868,28/05/2019,06:19:40,22.4,16.5,22.4,17.9
5869,28/05/2019,06:19:50,22.4,16.5,22.4,17.9
5870,28/05/2019,06:20:00,22.4,16.5,22.4,17.9
5871,28/05/2019,06:20:10,22.4,16.5,22.4,17.9
5872,28/05/2019,06:20:20,22.4,16.5,22.4,17.9
5873,28/05/2019,06:20:30,22.4,16.5,22.4,17.9
5874,28/05/2019,06:20:40,22.4,16.5,22.4,17.9
5875,28/05/2019,06:20:50,22.4,16.5,22.4,17.9
5876,28/05/2019,06:21:00,22.4,16.5,22.4,17.9
5877,28/05/2019,06:21:10,22.4,16.5,22.4,17.9
5878,28/05/2019,06:21:20,22.4,16.5,22.4,17.9
5879,28/05/2019,06:21:30,22.4,16.5,22.4,17.9
5880,28/05/2019,06:21:40,22.4,16.5,22.4,17.9
5881,28/05/2019,06:21:50,22.4,16.5,22.4,17.9
5882,28/05/2019,06:22:00,22.4,16.5,22.4,17.9
5883,28/05/2019,06:22:10,22.4,16.5,22.4,17.9
5884,28/05/2019,06:22:20,22.4,16.5,22.4,17.9
5885,28/05/2019,06:22:30,22.4,16.5,22.4,17.9
5886,28/05/2019,06:22:40,22.4,16.5,22.3,17.9
5887,28/05/2019,06:22:50,22.4,16.5,22.4,17.9
5888,28/05/2019,06:23:00,22.4,16.5,22.4,17.9
5889,28/05/2019,06:23:10,22.4,16.5,22.4,17.9
5890,28/05/2019,06:23:20,22.4,16.5,22.4,17.9
5891,28/05/2019,06:23:30,22.4,16.5,22.4,18.0
5892,28/05/2019,06:23:40,22.4,16.5,22.5,18.0
5893,28/05/2019,06:23:50,22.4,16.5,22.5,18.0
5894,28/05/2019,06:24:00,22.4,16.5,22.5,18.0
5895,28/05/2019,06:24:10,22.4,16.5,22.5,18.0
5896,28/05/2019,06:24:20,22.3,16.5,22.5,18.0
5897,28/05/2019,06:24:30,22.4,16.5,22.5,18.0
5898,28/05/2019,06:24:40,22.4,16.5,22.4,18.0
5899,28/05/2019,06:24:50,22.3,16.5,22.4,18.0
5900,28/05/2019,06:25:00,22.3,16.5,22.4,18.0
5901,28/05/2019,06:25:10,22.3,16.5,22.4,18.0
5902,28/05/2019,06:25:20,22.3,16.5,22.4,18.0
5903,28/05/2019,06:25:30,22.3,16.5,22.4,18.0
5904,28/05/2019,06:25:40,22.3,16.5,22.5,18.0
5905,28/05/2019,06:25:50,22.3,16.5,22.5,18.0
5906,28/05/2019,06:26:00,22.3,16.5,22.5,18.0
5907,28/05/2019,06:26:10,22.3,16.6,22.4,18.0
5908,28/05/2019,06:26:20,22.3,16.6,22.4,18.0
5909,28/05/2019,06:26:30,22.3,16.6,22.5,18.0
5910,28/05/2019,06:26:40,22.3,16.6,22.5,18.0
5911,28/05/2019,06:26:50,22.3,16.6,22.5,18.0
5912,28/05/2019,06:27:00,22.3,16.5,22.5,18.0
5913,28/05/2019,06:27:10,22.3,16.5,22.5,18.0
5914,28/05/2019,06:27:20,22.3,16.5,22.5,18.0
5915,28/05/2019,06:27:30,22.3,16.5,22.4,18.0
5916,28/05/2019,06:27:40,22.3,16.6,22.4,18.0
5917,28/05/2019,06:27:50,22.3,16.6,22.4,18.0
5918,28/05/2019,06:28:00,22.3,16.6,22.4,18.0
5919,28/05/2019,06:28:10,22.3,16.6,22.4,18.0
5920,28/05/2019,06:28:20,22.4,16.6,22.4,18.0
5921,28/05/2019,06:28:30,22.4,16.6,22.4,18.0
5922,28/05/2019,06:28:40,22.3,16.6,22.4,18.0
5923,28/05/2019,06:28:50,22.3,16.6,22.4,18.0
5924,28/05/2019,06:29:00,22.3,16.6,22.4,18.0
5925,28/05/2019,06:29:10,22.3,16.6,22.4,18.0
5926,28/05/2019,06:29:20,22.3,16.6,22.4,18.0
5927,28/05/2019,06:29:30,22.3,16.6,22.4,18.0
5928,28/05/2019,06:29:40,22.3,16.6,22.4,18.0
5929,28/05/2019,06:29:50,22.3,16.6,22.4,18.0
5930,28/05/2019,06:30:00,22.3,16.6,22.4,18.0
5931,28/05/2019,06:30:10,22.3,16.6,22.4,18.0
5932,28/05/2019,06:30:20,22.3,16.6,22.4,18.0
5933,28/05/2019,06:30:30,22.3,16.6,22.4,18.0
5934,28/05/2019,06:30:40,22.3,16.6,22.4,18.0
5935,28/05/2019,06:30:50,22.3,16.6,22.4,18.0
5936,28/05/2019,06:31:00,22.3,16.6,22.4,18.0
5937,28/05/2019,06:31:10,22.3,16.6,22.4,18.0
5938,28/05/2019,06:31:20,22.3,16.6,22.4,18.0
5939,28/05/2019,06:31:30,22.3,16.6,22.4,18.0
5940,28/05/2019,06:31:40,22.3,16.6,22.4,18.0
5941,28/05/2019,06:31:50,22.3,16.6,22.4,18.0
5942,28/05/2019,06:32:00,22.3,16.6,22.4,18.0
5943,28/05/2019,06:32:10,22.3,16.6,22.4,18.0
5944,28/05/2019,06:32:20,22.3,16.6,22.4,18.0
5945,28/05/2019,06:32:30,22.3,16.6,22.4,18.0
5946,28/05/2019,06:32:40,22.3,16.6,22.3,18.0
5947,28/05/2019,06:32:50,22.3,16.6,22.3,18.0
5948,28/05/2019,06:33:00,22.3,16.6,22.4,18.0
5949,28/05/2019,06:33:10,22.3,16.6,22.4,18.0
5950,28/05/2019,06:33:20,22.3,16.6,22.3,18.0
5951,28/05/2019,06:33:30,22.3,16.6,22.3,18.0
5952,28/05/2019,06:33:40,22.3,16.6,22.3,18.0
5953,28/05/2019,06:33:50,22.3,16.6,22.4,18.0
5954,28/05/2019,06:34:00,22.3,16.6,22.4,18.0
5955,28/05/2019,06:34:10,22.3,16.6,22.3,18.0
5956,28/05/2019,06:34:20,22.3,16.6,22.4,18.0
5957,28/05/2019,06:34:30,22.3,16.6,22.3,18.0
5958,28/05/2019,06:34:40,22.3,16.6,22.3,18.0
5959,28/05/2019,06:34:50,22.3,16.6,22.3,18.0
5960,28/05/2019,06:35:00,22.3,16.6,22.4,18.0
5961,28/05/2019,06:35:10,22.3,16.6,22.4,18.0
5962,28/05/2019,06:35:20,22.3,16.6,22.4,18.0
5963,28/05/2019,06:35:30,22.3,16.6,22.3,18.0
5964,28/05/2019,06:35:40,22.3,16.6,22.3,18.0
5965,28/05/2019,06:35:50,22.3,16.6,22.3,18.0
5966,28/05/2019,06:36:00,22.3,16.6,22.3,18.0
5967,28/05/2019,06:36:10,22.3,16.6,22.3,18.0
5968,28/05/2019,06:36:20,22.3,16.6,22.3,18.0
5969,28/05/2019,06:36:30,22.3,16.6,22.3,18.0
5970,28/05/2019,06:36:40,22.3,16.6,22.3,18.0
5971,28/05/2019,06:36:50,22.3,16.6,22.3,18.0
5972,28/05/2019,06:37:00,22.3,16.6,22.3,18.0
5973,28/05/2019,06:37:10,22.3,16.6,22.3,18.0
5974,28/05/2019,06:37:20,22.3,16.6,22.3,18.0
5975,28/05/2019,06:37:30,22.3,16.6,22.3,18.0
5976,28/05/2019,06:37:40,22.3,16.6,22.4,18.0
5977,28/05/2019,06:37:50,22.3,16.6,22.3,18.0
5978,28/05/2019,06:38:00,22.3,16.6,22.3,18.0
5979,28/05/2019,06:38:10,22.3,16.6,22.4,18.0
5980,28/05/2019,06:38:20,22.3,16.6,22.3,18.0
5981,28/05/2019,06:38:30,22.3,16.6,22.3,18.0
5982,28/05/2019,06:38:40,22.3,16.6,22.3,18.0
5983,28/05/2019,06:38:50,22.3,16.6,22.3,18.0
5984,28/05/2019,06:39:00,22.3,16.6,22.3,18.0
5985,28/05/2019,06:39:10,22.3,16.6,22.4,18.0
5986,28/05/2019,06:39:20,22.3,16.6,22.4,18.0
5987,28/05/2019,06:39:30,22.3,16.6,22.3,18.0
5988,28/05/2019,06:39:40,22.3,16.6,22.3,18.0
5989,28/05/2019,06:39:50,22.3,16.6,22.3,18.0
5990,28/05/2019,06:40:00,22.2,16.6,22.3,18.0
5991,28/05/2019,06:40:10,22.2,16.6,22.4,18.0
5992,28/05/2019,06:40:20,22.2,16.6,22.4,18.1
5993,28/05/2019,06:40:30,22.2,16.6,22.4,18.1
5994,28/05/2019,06:40:40,22.2,16.6,22.3,18.0
5995,28/05/2019,06:40:50,22.3,16.6,22.3,18.0
5996,28/05/2019,06:41:00,22.3,16.6,22.4,18.0
5997,28/05/2019,06:41:10,22.3,16.6,22.3,18.0
5998,28/05/2019,06:41:20,22.3,16.6,22.3,18.1
5999,28/05/2019,06:41:30,22.3,16.6,22.3,18.1
6000,28/05/2019,06:41:40,22.3,16.6,22.4,18.1
6001,28/05/2019,06:41:50,22.3,16.6,22.4,18.1
6002,28/05/2019,06:42:00,22.3,16.6,22.4,18.1
6003,28/05/2019,06:42:10,22.3,16.6,22.4,18.1
6004,28/05/2019,06:42:20,22.3,16.6,22.3,18.1
6005,28/05/2019,06:42:30,22.3,16.6,22.3,18.1
6006,28/05/2019,06:42:40,22.3,16.6,22.3,18.1
6007,28/05/2019,06:42:50,22.3,16.6,22.3,18.1
6008,28/05/2019,06:43:00,22.2,16.6,22.3,18.1
6009,28/05/2019,06:43:10,22.2,16.6,22.3,18.1
6010,28/05/2019,06:43:20,22.2,16.6,22.3,18.1
6011,28/05/2019,06:43:30,22.3,16.6,22.4,18.1
6012,28/05/2019,06:43:40,22.3,16.6,22.4,18.1
6013,28/05/2019,06:43:50,22.3,16.6,22.4,18.0
6014,28/05/2019,06:44:00,22.3,16.6,22.3,18.0
6015,28/05/2019,06:44:10,22.3,16.6,22.3,18.0
6016,28/05/2019,06:44:20,22.2,16.6,22.3,18.0
6017,28/05/2019,06:44:30,22.2,16.6,22.3,18.0
6018,28/05/2019,06:44:40,22.2,16.6,22.3,18.0
6019,28/05/2019,06:44:50,22.2,16.6,22.3,18.0
6020,28/05/2019,06:45:00,22.2,16.6,22.3,18.0
6021,28/05/2019,06:45:10,22.2,16.6,22.3,18.0
6022,28/05/2019,06:45:20,22.2,16.6,22.3,18.0
6023,28/05/2019,06:45:30,22.2,16.6,22.3,18.0
6024,28/05/2019,06:45:40,22.2,16.6,22.3,18.0
6025,28/05/2019,06:45:50,22.2,16.6,22.3,18.0
6026,28/05/2019,06:46:00,22.2,16.6,22.3,18.0
6027,28/05/2019,06:46:10,22.2,16.6,22.3,18.1
6028,28/05/2019,06:46:20,22.2,16.6,22.3,18.1
6029,28/05/2019,06:46:30,22.2,16.6,22.3,18.1
6030,28/05/2019,06:46:40,22.2,16.6,22.3,18.1
6031,28/05/2019,06:46:50,22.2,16.6,22.3,18.1
6032,28/05/2019,06:47:00,22.2,16.6,22.3,18.1
6033,28/05/2019,06:47:10,22.2,16.6,22.3,18.1
6034,28/05/2019,06:47:20,22.2,16.6,22.3,18.1
6035,28/05/2019,06:47:30,22.2,16.6,22.3,18.1
6036,28/05/2019,06:47:40,22.2,16.6,22.3,18.1
6037,28/05/2019,06:47:50,22.2,16.6,22.3,18.1
6038,28/05/2019,06:48:00,22.2,16.6,22.3,18.1
6039,28/05/2019,06:48:10,22.2,16.6,22.3,18.1
6040,28/05/2019,06:48:20,22.2,16.6,22.3,18.1
6041,28/05/2019,06:48:30,22.2,16.6,22.3,18.1
6042,28/05/2019,06:48:40,22.2,16.6,22.3,18.1
6043,28/05/2019,06:48:50,22.2,16.6,22.3,18.1
6044,28/05/2019,06:49:00,22.2,16.6,22.3,18.1
6045,28/05/2019,06:49:10,22.2,16.6,22.3,18.1
6046,28/05/2019,06:49:20,22.2,16.6,22.3,18.1
6047,28/05/2019,06:49:30,22.2,16.6,22.3,18.1
6048,28/05/2019,06:49:40,22.2,16.6,22.3,18.1
6049,28/05/2019,06:49:50,22.2,16.6,22.3,18.1
6050,28/05/2019,06:50:00,22.2,16.6,22.3,18.1
6051,28/05/2019,06:50:10,22.2,16.6,22.3,18.1
6052,28/05/2019,06:50:20,22.1,16.6,22.3,18.1
6053,28/05/2019,06:50:30,22.2,16.6,22.3,18.1
6054,28/05/2019,06:50:40,22.2,16.6,22.3,18.1
6055,28/05/2019,06:50:50,22.2,16.6,22.3,18.1
6056,28/05/2019,06:51:00,22.2,16.6,22.3,18.1
6057,28/05/2019,06:51:10,22.2,16.6,22.3,18.1
6058,28/05/2019,06:51:20,22.2,16.6,22.3,18.1
6059,28/05/2019,06:51:30,22.2,16.6,22.3,18.1
6060,28/05/2019,06:51:40,22.1,16.6,22.3,18.1
6061,28/05/2019,06:51:50,22.1,16.6,22.3,18.1
6062,28/05/2019,06:52:00,22.1,16.6,22.3,18.1
6063,28/05/2019,06:52:10,22.2,16.6,22.3,18.1
6064,28/05/2019,06:52:20,22.2,16.6,22.3,18.1
6065,28/05/2019,06:52:30,22.2,16.6,22.3,18.1
6066,28/05/2019,06:52:40,22.2,16.6,22.3,18.1
6067,28/05/2019,06:52:50,22.2,16.6,22.3,18.1
6068,28/05/2019,06:53:00,22.2,16.6,22.3,18.1
6069,28/05/2019,06:53:10,22.2,16.6,22.3,18.1
6070,28/05/2019,06:53:20,22.1,16.6,22.3,18.1
6071,28/05/2019,06:53:30,22.2,16.6,22.3,18.1
6072,28/05/2019,06:53:40,22.2,16.6,22.3,18.1
6073,28/05/2019,06:53:50,22.2,16.6,22.3,18.1
6074,28/05/2019,06:54:00,22.2,16.6,22.3,18.1
6075,28/05/2019,06:54:10,22.2,16.6,22.3,18.1
6076,28/05/2019,06:54:20,22.2,16.6,22.3,18.1
6077,28/05/2019,06:54:30,22.2,16.6,22.3,18.1
6078,28/05/2019,06:54:40,22.2,16.6,22.3,18.1
6079,28/05/2019,06:54:50,22.1,16.6,22.3,18.1
6080,28/05/2019,06:55:00,22.1,16.6,22.3,18.1
6081,28/05/2019,06:55:10,22.1,16.6,22.3,18.1
6082,28/05/2019,06:55:20,22.1,16.6,22.3,18.1
6083,28/05/2019,06:55:30,22.1,16.6,22.3,18.1
6084,28/05/2019,06:55:40,22.1,16.6,22.3,18.1
6085,28/05/2019,06:55:50,22.1,16.6,22.3,18.1
6086,28/05/2019,06:56:00,22.1,16.6,22.3,18.1
6087,28/05/2019,06:56:10,22.1,16.6,22.3,18.1
6088,28/05/2019,06:56:20,22.2,16.6,22.3,18.1
6089,28/05/2019,06:56:30,22.2,16.6,22.3,18.1
6090,28/05/2019,06:56:40,22.2,16.6,22.3,18.1
6091,28/05/2019,06:56:50,22.2,16.6,22.3,18.1
6092,28/05/2019,06:57:00,22.1,16.6,22.3,18.1
6093,28/05/2019,06:57:10,22.1,16.6,22.3,18.1
6094,28/05/2019,06:57:20,22.1,16.6,22.3,18.1
6095,28/05/2019,06:57:30,22.2,16.6,22.3,18.1
6096,28/05/2019,06:57:40,22.2,16.7,22.3,18.1
6097,28/05/2019,06:57:50,22.2,16.6,22.3,18.1
6098,28/05/2019,06:58:00,22.2,16.6,22.3,18.1
6099,28/05/2019,06:58:10,22.2,16.7,22.3,18.1
6100,28/05/2019,06:58:20,22.2,16.7,22.3,18.1
6101,28/05/2019,06:58:30,22.2,16.7,22.3,18.1
6102,28/05/2019,06:58:40,22.2,16.7,22.3,18.1
6103,28/05/2019,06:58:50,22.2,16.7,22.3,18.1
6104,28/05/2019,06:59:00,22.2,16.7,22.3,18.1
6105,28/05/2019,06:59:10,22.2,16.7,22.2,18.1
6106,28/05/2019,06:59:20,22.2,16.7,22.3,18.1
6107,28/05/2019,06:59:30,22.2,16.7,22.3,18.1
6108,28/05/2019,06:59:40,22.2,16.7,22.3,18.1
6109,28/05/2019,06:59:50,22.2,16.7,22.3,18.1
6110,28/05/2019,07:00:00,22.2,16.7,22.3,18.1
6111,28/05/2019,07:00:10,22.2,16.7,22.3,18.1
6112,28/05/2019,07:00:20,22.2,16.7,22.3,18.1
6113,28/05/2019,07:00:30,22.2,16.7,22.3,18.1
6114,28/05/2019,07:00:40,22.2,16.7,22.3,18.1
6115,28/05/2019,07:00:50,22.2,16.7,22.3,18.1
6116,28/05/2019,07:01:00,22.2,16.7,22.3,18.1
6117,28/05/2019,07:01:10,22.2,16.7,22.3,18.1
6118,28/05/2019,07:01:20,22.2,16.7,22.3,18.1
6119,28/05/2019,07:01:30,22.2,16.7,22.3,18.1
6120,28/05/2019,07:01:40,22.2,16.7,22.3,18.1
6121,28/05/2019,07:01:50,22.2,16.7,22.3,18.1
6122,28/05/2019,07:02:00,22.2,16.7,22.3,18.1
6123,28/05/2019,07:02:10,22.2,16.7,22.3,18.1
6124,28/05/2019,07:02:20,22.2,16.7,22.3,18.1
