#,SW,SW (t),LW,LW (t),TP (ohm),Temp Probe (*C),TP (t),PT_6 (ohm),PT_6 (*C),PT_6 (t),PT_1 (ohm),PT_1 (*C),PT_1 (t),PT_2 (ohm),PT_2 (*C),PT_2 (t),PT_3 (ohm),PT_3 (*C),PT_3 (t),PT_4 (ohm),PT_4 (*C),PT_4 (t),PT_5 (ohm),PT_5 (*C),PT_5 (t)
532,39.89355,13300.00,58.43604,55:13.1,111.9272,30.65670329,55:13.9,1234.115,31.84329109,55:14.7,1233.62,31.74475031,55:15.5,1224.485,29.92204482,55:16.4,1224.797,29.98442946,55:17.2,1290.203,-308.0517276,55:18.0,1234.256,31.87135604,55:18.8
533,39.89307,13325.00,58.43555,55:38.0,111.9243,30.64921612,55:38.8,1234.08,31.83632432,55:39.6,1233.583,31.7373837,55:40.5,1224.45,29.91504596,55:41.3,1224.759,29.97683183,55:42.1,1290.162,-308.0549698,55:42.9,1234.216,31.86339454,55:43.8
534,39.89258,13350.00,58.43311,56:02.9,111.9209,30.64043808,56:03.7,1234.042,31.82876027,56:04.6,1233.546,31.73001696,56:05.4,1224.411,29.90724709,56:06.2,1224.722,29.96943401,56:07.0,1290.123,-308.0580538,56:07.8,1234.18,31.85622906,56:08.6
535,39.89307,13375.00,58.43262,56:27.8,111.9185,30.63424183,56:28.6,1234.003,31.82099702,56:29.5,1233.508,31.72245099,56:30.3,1224.375,29.90004801,56:31.1,1224.687,29.96243594,56:32.0,1290.083,-308.0612169,56:32.8,1234.142,31.84866537,56:33.6
536,39.88965,13400.00,58.43066,56:52.8,111.9155,30.62649654,56:53.6,1233.966,31.81363176,56:54.4,1233.469,31.71468577,56:55.2,1224.338,29.89264882,56:56.1,1224.649,29.95483791,56:56.9,1290.044,-308.0643011,56:57.7,1234.105,31.8413006,56:58.5
537,39.88916,13425.00,58.4292,57:17.7,111.9116,30.61642768,57:18.5,1233.928,31.8060673,57:19.4,1233.434,31.70771686,57:20.2,1224.301,29.8852495,57:21.0,1224.612,29.94743969,57:21.9,1290.006,-308.0673062,57:22.7,1234.068,31.83393569,57:23.5
538,39.88721,13450.00,58.42773,57:42.7,111.9102,30.61281322,57:43.5,1233.891,31.79870177,57:44.4,1233.396,31.70015049,57:45.2,1224.264,29.87785005,57:46.0,1224.577,29.94044126,57:46.8,1289.968,-308.0703113,57:47.6,1234.033,31.82696876,57:48.5
539,39.88672,13475.00,58.42627,58:07.7,111.9067,30.6037771,58:08.5,1233.854,31.79133611,58:09.3,1233.359,31.6927831,58:10.1,1224.226,29.87025048,58:10.9,1224.541,29.93324275,58:11.8,1289.933,-308.0730793,58:12.6,1233.996,31.8196036,58:13.4
540,39.88623,13500.00,58.4248,58:32.6,111.9038,30.59629005,58:33.4,1233.816,31.78377125,58:34.2,1233.321,31.68521645,58:35.1,1224.189,29.86285077,58:35.9,1224.502,29.92544422,58:36.7,1289.89,-308.0764799,58:37.5,1233.957,31.81184019,58:38.3
541,39.88428,13525.00,58.42334,58:57.5,111.9009,30.58880301,58:58.3,1233.777,31.77600717,58:59.2,1233.286,31.67824705,59:00.0,1224.152,29.85545092,59:00.8,1224.468,29.91864539,59:01.6,1289.851,-308.0795643,59:02.4,1233.92,31.80447476,59:03.3
542,39.88379,13550.00,58.42188,59:22.5,111.8979,30.58105782,59:23.3,1233.74,31.76864111,59:24.1,1233.25,31.67107841,59:24.9,1224.114,29.84785094,59:25.8,1224.432,29.9114465,59:26.6,1289.81,-308.082807,59:27.4,1233.882,31.79691013,59:28.2
543,39.88184,13575.00,58.41992,59:47.4,111.8945,30.57227995,59:48.2,1233.703,31.76127492,59:49.0,1233.214,31.66390964,59:49.9,1224.078,29.84065083,59:50.7,1224.397,29.90444746,59:51.5,1289.773,-308.0857333,59:52.4,1233.848,31.79014167,59:53.2
544,39.88184,13600.00,58.41943,00:12.4,111.8916,30.56479296,00:13.2,1233.665,31.75370952,00:14.0,1233.175,31.65614333,00:14.9,1224.04,29.83305058,00:15.7,1224.358,29.8966484,00:16.5,1289.732,-308.088976,00:17.3,1233.808,31.78217863,00:18.2
545,39.87988,13625.00,58.41699,00:37.4,111.8887,30.557306,00:38.2,1233.627,31.74614397,00:39.0,1233.138,31.64877517,00:39.8,1224.003,29.82565021,00:40.6,1224.32,29.88904917,00:41.5,1289.693,-308.0920607,00:42.3,1233.771,31.77481268,00:43.1
546,39.87939,13650.00,58.41455,01:02.3,111.8862,30.55085172,01:03.1,1233.588,31.73837919,01:03.9,1233.099,31.64100858,01:04.8,1223.965,29.81804969,01:05.6,1224.281,29.88124982,01:06.4,1289.652,-308.0953035,01:07.2,1233.73,31.76665026,01:08.0
547,39.87939,13675.00,58.41357,01:27.2,111.8828,30.54207394,01:28.0,1233.55,31.73081337,01:28.8,1233.061,31.633441,01:29.7,1223.928,29.81064905,01:30.5,1224.246,29.87425027,01:31.3,1289.615,-308.0982301,01:32.1,1233.695,31.75968222,01:32.9
548,39.87646,13700.00,58.41211,01:52.1,111.8789,30.53200532,01:52.9,1233.513,31.72344652,01:53.8,1233.026,31.62647074,01:54.6,1223.892,29.8034483,01:55.4,1224.209,29.86685063,01:56.2,1289.575,-308.1013939,01:57.1,1233.658,31.75231588,01:57.9
549,39.87646,13725.00,58.41113,02:17.1,111.8765,30.52580927,02:17.9,1233.475,31.71588043,02:18.7,1232.986,31.61850459,02:19.5,1223.854,29.79584737,02:20.4,1224.17,29.85905086,02:21.2,1289.537,-308.1043997,02:22.0,1233.618,31.74435211,02:22.8
550,39.87549,13750.00,58.40918,02:42.1,111.8735,30.51806422,02:42.9,1233.437,31.7083142,02:43.7,1232.949,31.61113576,02:44.5,1223.814,29.78784624,02:45.4,1224.135,29.85205095,02:46.2,1289.496,-308.1076428,02:47.0,1233.581,31.7369855,02:47.8
551,39.87402,13775.00,58.40723,03:07.0,111.8701,30.50928651,03:07.8,1233.396,31.70015049,03:08.7,1232.909,31.60316931,03:09.5,1223.776,29.78024503,03:10.3,1224.096,29.8442509,03:11.1,1289.454,-308.110965,03:11.9,1233.543,31.72941966,03:12.8
552,39.87305,13800.00,58.40625,03:32.0,111.8682,30.50438133,03:32.8,1233.36,31.69298222,03:33.6,1232.875,31.59639771,03:34.4,1223.74,29.77304376,03:35.2,1224.06,29.83705073,03:36.1,1289.416,-308.1139709,03:36.9,1233.506,31.72205278,03:37.7
553,39.87109,13825.00,58.40479,03:56.9,111.8638,30.493022,03:57.7,1233.321,31.68521645,03:58.5,1232.837,31.58882932,03:59.3,1223.703,29.76564232,04:00.1,1224.022,29.82945042,04:01.0,1289.378,-308.1169768,04:01.8,1233.468,31.71448666,04:02.6
554,39.87061,13850.00,58.40283,04:21.8,111.8604,30.48424436,04:22.6,1233.281,31.67725142,04:23.4,1232.798,31.58106162,04:24.2,1223.662,29.75744057,04:25.0,1223.986,29.82224999,04:25.9,1289.337,-308.1202202,04:26.7,1233.433,31.70751775,04:27.5
555,39.87012,13875.00,58.40186,04:46.7,111.8579,30.47779022,04:47.5,1233.245,31.67008275,04:48.3,1232.763,31.57409049,04:49.2,1223.626,29.7502389,04:50.0,1223.951,29.81524946,04:50.8,1289.298,-308.1233053,04:51.7,1233.393,31.69955314,04:52.5
556,39.86865,13900.00,58.40039,05:11.6,111.854,30.4677218,05:12.5,1233.206,31.66231656,05:13.3,1232.725,31.5665217,05:14.1,1223.588,29.74263701,05:15.0,1223.912,29.80744873,05:15.8,1289.259,-308.1263906,05:16.6,1233.354,31.69178749,05:17.4
557,39.86816,13925.00,58.39795,05:36.6,111.8516,30.46152586,05:37.5,1233.168,31.65474937,05:38.3,1232.687,31.55895277,05:39.1,1223.551,29.73523503,05:39.9,1223.875,29.8000479,05:40.7,1289.218,-308.129634,05:41.6,1233.317,31.68441996,05:42.4
558,39.8667,13950.00,58.39648,06:01.6,111.8491,30.45507177,06:02.4,1233.131,31.64738118,06:03.2,1232.653,31.55218046,06:04.0,1223.515,29.72803298,06:04.9,1223.838,29.79264694,06:05.7,1289.18,-308.1326403,06:06.5,1233.281,31.67725142,06:07.3
559,39.86523,13975.00,58.39453,06:26.5,111.8457,30.44629422,06:27.3,1233.095,31.640212,06:28.1,1232.615,31.54461127,06:28.9,1223.479,29.7208308,06:29.8,1223.803,29.78564591,06:30.6,1289.142,-308.1356465,06:31.4,1233.245,31.67008275,06:32.2
560,39.86377,14000.00,58.39355,06:51.4,111.8438,30.44138914,06:52.2,1233.056,31.63244526,06:53.0,1232.577,31.53704195,06:53.8,1223.44,29.71302831,06:54.7,1223.766,29.77824469,06:55.5,1289.104,-308.1386529,06:56.3,1233.206,31.66231656,06:57.1
561,39.86426,14025.00,58.39258,07:16.3,111.8403,30.43235346,07:17.1,1233.017,31.62467837,07:18.0,1232.54,31.52967168,07:18.8,1223.403,29.7056258,07:19.6,1223.729,29.77084335,07:20.4,1289.063,-308.1418966,07:21.3,1233.168,31.65474937,07:22.1
562,39.86182,14050.00,58.39014,07:41.3,111.8384,30.4274484,07:42.1,1232.979,31.61711049,07:42.9,1232.503,31.52230129,07:43.8,1223.365,29.69802309,07:44.6,1223.691,29.76324183,07:45.4,1289.027,-308.1447448,07:46.2,1233.131,31.64738118,07:47.0
563,39.86035,14075.00,58.38867,08:06.2,111.834,30.41608932,08:07.1,1232.941,31.60954248,08:07.9,1232.464,31.51453236,08:08.7,1223.328,29.69062032,08:09.6,1223.653,29.75564017,08:10.4,1288.984,-308.1481468,08:11.2,1233.094,31.64001286,08:12.0
564,39.85986,14100.00,58.38623,08:31.2,111.8311,30.40860267,08:32.0,1232.901,31.601576,08:32.9,1232.427,31.5071617,08:33.7,1223.289,29.68281726,08:34.5,1223.616,29.74823842,08:35.3,1288.946,-308.1511534,08:36.1,1233.056,31.63244526,08:37.0
565,39.85938,14125.00,58.38525,08:56.1,111.8286,30.40214868,08:57.0,1232.864,31.59420688,08:57.8,1232.39,31.49979091,08:58.6,1223.251,29.67521414,08:59.4,1223.582,29.7414367,09:00.3,1288.906,-308.1543182,09:01.1,1233.017,31.62467837,09:01.9
566,39.85742,14150.00,58.3833,09:21.1,111.8242,30.39078968,09:21.9,1232.824,31.58624011,09:22.7,1232.354,31.4926192,09:23.6,1223.212,29.66741079,09:24.4,1223.542,29.73343453,09:25.2,1288.864,-308.1576413,09:26.0,1232.979,31.61711049,09:26.8
567,39.85742,14175.00,58.38184,09:46.0,111.8223,30.38588467,09:46.8,1232.788,31.57906988,09:47.6,1232.316,31.48504894,09:48.5,1223.176,29.66020757,09:49.3,1223.507,29.72643251,09:50.1,1288.826,-308.160648,09:50.9,1232.942,31.60974164,09:51.8
568,39.85645,14200.00,58.38037,10:11.0,111.8193,30.37813993,10:11.8,1232.75,31.57150118,10:12.6,1232.279,31.47767776,10:13.4,1223.139,29.65280413,10:14.2,1223.47,29.71903024,10:15.1,1288.785,-308.1638922,10:15.9,1232.905,31.60237266,10:16.7
569,39.85449,14225.00,58.37842,10:35.9,111.8169,30.37194416,10:36.7,1232.712,31.56393234,10:37.6,1232.244,31.4707049,10:38.4,1223.103,29.64560065,10:39.2,1223.433,29.71162784,10:40.1,1288.749,-308.1667407,10:40.9,1232.868,31.59500354,10:41.7
570,39.85303,14250.00,58.37744,11:00.9,111.8135,30.36316682,11:01.7,1232.674,31.55636337,11:02.5,1232.205,31.46293501,11:03.4,1223.063,29.63759665,11:04.2,1223.394,29.70382517,11:05.0,1288.708,-308.169985,11:05.8,1232.829,31.58723596,11:06.6
571,39.85303,14275.00,58.37549,11:25.8,111.8096,30.35309873,11:26.6,1232.634,31.54839588,11:27.5,1232.166,31.45516498,11:28.3,1223.024,29.62979259,11:29.1,1223.356,29.69622243,11:29.9,1288.666,-308.1733084,11:30.8,1232.79,31.57946823,11:31.6
572,39.85059,14300.00,58.37354,11:50.7,111.8076,30.34793562,11:51.6,1232.596,31.54082662,11:52.4,1232.129,31.44779327,11:53.2,1222.989,29.62278883,11:54.0,1223.319,29.68881963,11:54.9,1288.628,-308.1763153,11:55.7,1232.753,31.57209872,11:56.5
573,39.85059,14325.00,58.37158,12:15.6,111.8037,30.33786758,12:16.5,1232.557,31.53305804,12:17.3,1232.091,31.4402222,12:18.1,1222.95,29.6149845,12:18.9,1223.282,29.6814167,12:19.7,1288.589,-308.1794015,12:20.6,1232.717,31.56492825,12:21.4
574,39.84814,14350.00,58.36914,12:40.6,111.8022,30.33399526,12:41.4,1232.52,31.5256877,12:42.2,1232.053,31.43265098,12:43.1,1222.914,29.60778037,12:43.9,1223.244,29.67381355,12:44.7,1288.548,-308.182646,12:45.6,1232.676,31.55676174,12:46.4
575,39.84717,14375.00,58.37061,13:05.6,111.7974,30.32160388,13:06.4,1232.481,31.51791883,13:07.2,1232.017,31.42547813,13:08.0,1222.874,29.59977564,13:08.9,1223.207,29.66641035,13:09.7,1288.51,-308.1856531,13:10.5,1232.637,31.54899345,13:11.3
576,39.84668,14400.00,58.36768,13:30.5,111.7954,30.31644081,13:31.3,1232.443,31.51034902,13:32.2,1231.979,31.41790665,13:33.0,1222.838,29.59257125,13:33.8,1223.171,29.65920711,13:34.7,1288.473,-308.1885811,13:35.5,1232.601,31.54182259,13:36.3
577,39.84619,14425.00,58.36572,13:55.5,111.793,30.31024514,13:56.3,1232.404,31.50257987,13:57.1,1231.941,31.41033503,13:57.9,1222.799,29.58476636,13:58.8,1223.132,29.65140346,13:59.6,1288.43,-308.1919841,14:00.4,1232.562,31.53405402,14:01.2
578,39.84473,14450.00,58.36377,14:20.4,111.7891,30.30017721,14:21.3,1232.365,31.49481057,14:22.1,1231.903,31.40276328,14:22.9,1222.76,29.57696131,14:23.7,1223.098,29.64460016,14:24.6,1288.39,-308.1951496,14:25.4,1232.524,31.5264845,14:26.2
579,39.84326,14475.00,58.36182,14:45.4,111.7866,30.29372342,14:46.2,1232.327,31.48724035,14:47.0,1231.864,31.39499213,14:47.8,1222.722,29.56935626,14:48.7,1223.057,29.63639603,14:49.5,1288.348,-308.1984735,14:50.3,1232.485,31.51871565,14:51.1
580,39.84229,14500.00,58.36035,15:10.3,111.7832,30.28494629,15:11.1,1232.289,31.47966998,15:12.0,1231.831,31.38841642,15:12.8,1222.686,29.56215135,15:13.6,1223.022,29.62939238,15:14.4,1288.311,-308.2014018,15:15.3,1232.451,31.51194268,15:16.1
581,39.84131,14525.00,58.35889,15:35.3,111.7803,30.27745993,15:36.1,1232.25,31.47190026,15:36.9,1231.791,31.38044574,15:37.8,1222.646,29.55414574,15:38.6,1222.983,29.62158817,15:39.4,1288.27,-308.2046467,15:40.2,1232.411,31.50397434,15:41.0
582,39.83984,14550.00,58.35742,16:00.2,111.7773,30.26971543,16:01.0,1232.212,31.46432962,16:01.9,1231.757,31.37367053,16:02.7,1222.612,29.54734085,16:03.5,1222.949,29.61478439,16:04.4,1288.233,-308.207575,16:05.2,1232.375,31.49680271,16:06.0
583,39.83887,14575.00,58.35596,16:25.2,111.7729,30.25835687,16:26.0,1232.173,31.45655961,16:26.8,1231.716,31.36550029,16:27.6,1222.572,29.53933496,16:28.5,1222.909,29.60677979,16:29.3,1288.191,-308.2108992,16:30.1,1232.333,31.48843565,16:30.9
584,39.83838,14600.00,58.35449,16:50.1,111.7705,30.25216131,16:50.9,1232.134,31.44878946,16:51.8,1231.68,31.35832628,16:52.6,1222.534,29.53172922,16:53.4,1222.872,29.5993754,16:54.2,1288.152,-308.2139859,16:55.0,1232.299,31.4816622,16:55.8
585,39.83643,14625.00,58.354,17:15.0,111.769,30.24828909,17:15.8,1232.097,31.44141764,17:16.7,1231.641,31.3505543,17:17.5,1222.499,29.52472381,17:18.3,1222.835,29.59197088,17:19.1,1288.113,-308.2170727,17:19.9,1232.258,31.47349406,17:20.8
586,39.83594,14650.00,58.35205,17:39.9,111.7651,30.23822134,17:40.7,1232.057,31.43344796,17:41.6,1231.604,31.34318075,17:42.4,1222.46,29.51691765,17:43.2,1222.798,29.58456623,17:44.0,1288.073,-308.2202387,17:44.9,1232.221,31.46612268,17:45.7
587,39.83545,14675.00,58.3501,18:04.9,111.7622,30.23073508,18:05.7,1232.019,31.42587662,18:06.6,1231.563,31.33500991,18:07.4,1222.422,29.5093115,18:08.2,1222.759,29.57676118,18:09.0,1288.033,-308.2234048,18:09.9,1232.183,31.45855193,18:10.7
588,39.83398,14700.00,58.34961,18:29.9,111.7593,30.22324884,18:30.7,1231.98,31.4181059,18:31.5,1231.526,31.32763609,18:32.4,1222.382,29.50130488,18:33.2,1222.721,29.56915613,18:34.0,1287.995,-308.2264126,18:34.8,1232.144,31.45078182,18:35.7
589,39.8335,14725.00,58.34717,18:54.9,111.7568,30.21679519,18:55.7,1231.942,31.41053429,18:56.5,1231.49,31.32046143,18:57.3,1222.345,29.49389862,18:58.1,1222.684,29.56175107,18:59.0,1287.951,-308.2298954,18:59.8,1232.105,31.44301156,19:00.6
590,39.83105,14750.00,58.3457,19:19.8,111.7534,30.20801825,19:20.6,1231.903,31.40276328,19:21.4,1231.452,31.31288805,19:22.2,1222.307,29.48629205,19:23.0,1222.647,29.55434588,19:23.9,1287.912,-308.2329825,19:24.7,1232.069,31.43583888,19:25.5
591,39.83008,14775.00,58.34277,19:44.7,111.7505,30.20053206,19:45.5,1231.866,31.39539065,19:46.3,1231.416,31.30571315,19:47.2,1222.269,29.47868534,19:48.0,1222.613,29.547541,19:48.8,1287.875,-308.2359114,19:49.6,1232.032,31.42846683,19:50.4
592,39.8291,14800.00,58.34326,20:09.6,111.7476,30.19304588,20:10.4,1231.827,31.38761936,20:11.2,1231.377,31.29794019,20:12.1,1222.232,29.47127868,20:12.9,1222.573,29.53953511,20:13.7,1287.833,-308.239236,20:14.5,1231.994,31.42089541,20:15.4
593,39.82813,14825.00,58.33984,20:34.6,111.7437,30.18297829,20:35.4,1231.788,31.37984793,20:36.2,1231.339,31.2903664,20:37.1,1222.192,29.46327133,20:37.9,1222.538,29.53252983,20:38.7,1287.792,-308.2424816,20:39.5,1231.957,31.4135231,20:40.4
594,39.82666,14850.00,58.33838,20:59.5,111.7412,30.17652472,21:00.4,1231.75,31.37227562,21:01.2,1231.302,31.28299179,21:02.0,1222.154,29.4556642,21:02.8,1222.498,29.52452366,21:03.7,1287.752,-308.2456481,21:04.5,1231.917,31.40555289,21:05.3
595,39.82617,14875.00,58.33789,21:24.5,111.7383,30.1690386,21:25.3,1231.712,31.36470318,21:26.1,1231.264,31.27541773,21:27.0,1222.117,29.44825713,21:27.8,1222.461,29.51711781,21:28.6,1287.714,-308.2486563,21:29.4,1231.88,31.39818031,21:30.3
596,39.82568,14900.00,58.33496,21:49.4,111.7358,30.16258505,21:50.3,1231.674,31.3571306,21:51.1,1231.228,31.26824218,21:51.9,1222.079,29.44064973,21:52.7,1222.423,29.50951166,21:53.5,1287.677,-308.2515854,21:54.3,1231.842,31.39060834,21:55.2
597,39.82373,14925.00,58.33545,22:14.3,111.7324,30.15380826,22:15.2,1231.636,31.34955788,22:16.0,1231.19,31.26066786,22:16.8,1222.045,29.43384299,22:17.7,1222.387,29.50230572,22:18.5,1287.636,-308.2548312,22:19.3,1231.804,31.38303623,22:20.1
598,39.82275,14950.00,58.3335,22:39.3,111.7295,30.14632218,22:40.1,1231.597,31.34178574,22:40.9,1231.151,31.25289406,22:41.8,1222.008,29.42643554,22:42.6,1222.35,29.49489947,22:43.4,1287.596,-308.2579979,22:44.2,1231.767,31.37566325,22:45.1
599,39.82178,14975.00,58.33154,23:04.2,111.7261,30.13754542,23:05.1,1231.56,31.33441204,23:05.9,1231.112,31.24512013,23:06.7,1221.967,29.41822712,23:07.5,1222.312,29.48729292,23:08.4,1287.556,-308.2611646,23:09.2,1231.729,31.36809087,23:10.0
600,39.82129,15000.00,58.33008,23:29.2,111.7241,30.13238263,23:30.0,1231.521,31.32663962,23:30.9,1231.079,31.23854207,23:31.7,1221.932,29.4112198,23:32.5,1222.277,29.48028677,23:33.4,1287.517,-308.2642523,23:34.2,1231.691,31.36051835,23:35.0
601,39.81982,15025.00,58.32812,23:54.2,111.7197,30.12102453,23:55.0,1231.483,31.31906635,23:55.9,1231.04,31.23076786,23:56.7,1221.893,29.40341151,23:57.5,1222.238,29.47247977,23:58.3,1287.479,-308.2672608,23:59.2,1231.653,31.35294569,24:00.0
602,39.81836,15050.00,58.32666,24:19.2,111.7183,30.11741059,24:20.0,1231.443,31.31109434,24:20.8,1231.001,31.22299352,24:21.7,1221.854,29.39560308,24:22.5,1222.201,29.465073,24:23.3,1287.438,-308.2705069,24:24.1,1231.614,31.34517362,24:24.9
603,39.81689,15075.00,58.32568,24:44.1,111.7144,30.10734322,24:44.9,1231.404,31.30332148,24:45.8,1230.963,31.21541837,24:46.6,1221.814,29.38759427,24:47.4,1222.162,29.45726572,24:48.2,1287.396,-308.2738322,24:49.0,1231.575,31.33740139,24:49.8
604,39.81543,15100.00,58.32373,25:09.0,111.7114,30.09959911,25:09.9,1231.366,31.29574779,25:10.7,1230.925,31.20784309,25:11.5,1221.777,29.38018599,25:12.3,1222.127,29.45025906,25:13.2,1287.355,-308.2770785,25:14.0,1231.537,31.32982832,25:14.8
605,39.81641,15125.00,58.32178,25:34.0,111.7075,30.08953179,25:34.8,1231.327,31.28797465,25:35.6,1230.89,31.20086573,25:36.4,1221.74,29.37277758,25:37.3,1222.091,29.44305209,25:38.1,1287.316,-308.2801664,25:38.9,1231.501,31.3226537,25:39.7
606,39.81396,15150.00,58.32031,25:58.9,111.7051,30.08333653,25:59.8,1231.289,31.28040068,26:00.6,1230.851,31.19309083,26:01.4,1221.701,29.36496857,26:02.2,1222.052,29.43524439,26:03.1,1287.277,-308.2832544,26:03.9,1231.463,31.31508036,26:04.7
607,39.81201,15175.00,58.31934,26:23.9,111.7017,30.07455994,26:24.7,1231.251,31.27282658,26:25.6,1230.813,31.18551514,26:26.4,1221.664,29.35755989,26:27.2,1222.015,29.42783696,26:28.0,1287.239,-308.2862632,26:28.8,1231.426,31.30770619,26:29.7
608,39.81152,15200.00,58.31689,26:48.8,111.6997,30.06939724,26:49.7,1231.212,31.26505301,26:50.5,1230.775,31.17793932,26:51.3,1221.625,29.34975059,26:52.2,1221.979,29.4206296,26:53.0,1287.198,-308.2895096,26:53.8,1231.386,31.29973396,26:54.6
609,39.81055,15225.00,58.31396,27:13.8,111.6958,30.05933001,27:14.6,1231.173,31.2572793,27:15.4,1230.737,31.17036336,27:16.2,1221.588,29.34234164,27:17.0,1221.938,29.41242106,27:17.9,1287.158,-308.292677,27:18.7,1231.347,31.2919609,27:19.5
610,39.80859,15250.00,58.31396,27:38.7,111.6934,30.05313481,27:39.5,1231.135,31.24970477,27:40.3,1230.701,31.163186,27:41.1,1221.551,29.33493256,27:42.0,1221.901,29.40501322,27:42.8,1287.117,-308.2959235,27:43.6,1231.308,31.28418768,27:44.4
611,39.80859,15275.00,58.31299,28:03.6,111.6895,30.04306763,28:04.5,1231.097,31.24213011,28:05.3,1230.663,31.15560977,28:06.1,1221.514,29.32752334,28:06.9,1221.866,29.39800569,28:07.7,1287.079,-308.2989326,28:08.6,1231.273,31.2772116,28:09.4
612,39.80762,15300.00,58.31055,28:28.6,111.6865,30.03532366,28:29.4,1231.059,31.23455531,28:30.2,1230.625,31.14803341,28:31.1,1221.477,29.32011399,28:31.9,1221.827,29.39019715,28:32.7,1287.039,-308.3021001,28:33.5,1231.234,31.26943812,28:34.3
613,39.80664,15325.00,58.30811,28:53.5,111.6841,30.0291285,28:54.4,1231.02,31.22678104,28:55.2,1230.589,31.14085567,28:56.0,1221.439,29.31250425,28:56.9,1221.791,29.38298914,28:57.7,1287.001,-308.3051093,28:58.5,1231.196,31.26186381,28:59.3
614,39.80469,15350.00,58.30615,29:18.5,111.6807,30.02035204,29:19.3,1230.983,31.21940531,29:20.2,1230.553,31.13367781,29:21.0,1221.4,29.30469412,29:21.8,1221.754,29.37558078,29:22.6,1286.963,-308.3081185,29:23.5,1231.159,31.2544887,29:24.3
615,39.80371,15375.00,58.30518,29:43.5,111.6777,30.01260812,29:44.3,1230.943,31.2114314,29:45.1,1230.516,31.12630044,29:45.9,1221.362,29.2970841,29:46.7,1221.717,29.36817228,29:47.6,1286.92,-308.3115237,29:48.4,1231.12,31.24671479,29:49.2
616,39.80322,15400.00,58.30371,30:08.4,111.6748,30.00512235,30:09.2,1230.904,31.20365669,30:10.0,1230.477,31.11852415,30:10.8,1221.323,29.28927367,30:11.7,1221.679,29.36056342,30:12.5,1286.88,-308.3146914,30:13.3,1231.083,31.23933941,30:14.1
617,39.80225,15425.00,58.30176,30:33.3,111.6709,29.99505531,30:34.1,1230.868,31.19647991,30:34.9,1230.442,31.1115453,30:35.8,1221.288,29.28226419,30:36.6,1221.645,29.35375538,30:37.4,1286.842,-308.3177008,30:38.2,1231.045,31.23176456,30:39.1
618,39.80029,15450.00,58.30029,30:58.2,111.6694,29.99118338,30:59.0,1230.829,31.18870492,30:59.9,1230.405,31.10416754,31:00.7,1221.25,29.27465376,31:01.5,1221.607,29.34614625,31:02.4,1286.806,-308.3205519,31:03.2,1231.01,31.22478761,31:04.0
619,39.7998,15475.00,58.29834,31:23.2,111.6655,29.98111638,31:24.0,1230.791,31.18112915,31:24.8,1230.368,31.09678965,31:25.7,1221.213,29.26724347,31:26.5,1221.572,29.33913773,31:27.3,1286.763,-308.3239574,31:28.2,1230.973,31.21741184,31:29.0
620,39.79834,15500.00,58.29639,31:48.2,111.6626,29.97363068,31:49.0,1230.753,31.17355325,31:49.8,1230.332,31.08961103,31:50.6,1221.176,29.25983305,31:51.5,1221.532,29.33112784,31:52.3,1286.724,-308.3270461,31:53.1,1230.937,31.2102353,31:53.9
621,39.79785,15525.00,58.29541,32:13.1,111.6592,29.96485436,32:13.9,1230.715,31.16597721,32:14.7,1230.291,31.08143524,32:15.6,1221.135,29.25162135,32:16.4,1221.493,29.32331805,32:17.2,1286.685,-308.3301349,32:18.0,1230.896,31.20206186,32:18.9
622,39.79639,15550.00,58.29395,32:38.0,111.6562,29.95711057,32:38.8,1230.675,31.15800228,32:39.7,1230.253,31.07385753,32:40.5,1221.098,29.24421066,32:41.3,1221.457,29.31610888,32:42.1,1286.646,-308.3332238,32:42.9,1230.857,31.19428698,32:43.7
623,39.79492,15575.00,58.29248,33:02.9,111.6528,29.9483343,33:03.7,1230.638,31.15062534,33:04.6,1230.216,31.0664791,33:05.4,1221.062,29.23700012,33:06.2,1221.419,29.30849907,33:07.0,1286.606,-308.3363919,33:07.9,1230.819,31.18671131,33:08.7
624,39.79297,15600.00,58.29102,33:27.9,111.6494,29.93955804,33:28.7,1230.599,31.1428495,33:29.5,1230.18,31.05929996,33:30.3,1221.025,29.22958917,33:31.2,1221.381,29.30088912,33:32.0,1286.566,-308.33956,33:32.8,1230.782,31.17933487,33:33.6
625,39.79297,15625.00,58.28955,33:52.8,111.6475,29.93465368,33:53.6,1230.563,31.13567168,33:54.5,1230.142,31.05172185,33:55.3,1220.987,29.22197778,33:56.1,1221.344,29.2934793,33:57.0,1286.524,-308.3428867,33:57.8,1230.744,31.17175894,33:58.6
626,39.79248,15650.00,58.2876,34:17.8,111.644,29.92561933,34:18.6,1230.522,31.12749678,34:19.5,1230.104,31.0441436,34:20.3,1220.947,29.21396564,34:21.1,1221.307,29.28606935,34:21.9,1286.484,-308.346055,34:22.7,1230.704,31.16378412,34:23.6
627,39.79053,15675.00,58.28613,34:42.8,111.6416,29.91942437,34:43.6,1230.485,31.1201193,34:44.4,1230.066,31.03656522,34:45.2,1220.911,29.20675458,34:46.1,1221.27,29.27865927,34:46.9,1286.451,-308.3486688,34:47.7,1230.668,31.15660665,34:48.5
