#,SW,SW (t),LW,LW (t),TP (ohm),Temp Probe (*C),TP (t),PT_6 (ohm),PT_6 (*C),PT_6 (t),PT_1 (ohm),PT_1 (*C),PT_1 (t),PT_2 (ohm),PT_2 (*C),PT_2 (t),PT_3 (ohm),PT_3 (*C),PT_3 (t),PT_4 (ohm),PT_4 (*C),PT_4 (t),PT_5 (ohm),PT_5 (*C),PT_5 (t)
96,39.97363,2400.00,58.55225,54:00.5,112.1206,31.15605679,54:01.3,1236.655,32.34857026,54:02.1,1236.03,32.22429628,54:02.9,1226.937,30.41207312,54:03.7,1227.395,30.50354,54:04.6,1292.997,-307.83093,54:05.4,1237.082,32.43345306,54:06.2
97,39.97559,2425.00,58.55518,54:25.4,112.1279,31.17490661,54:26.2,1236.754,32.36825188,54:27.1,1236.125,32.2431883,54:27.9,1227.036,30.43184604,54:28.7,1227.489,30.5223102,54:29.5,1293.095,-307.8231905,54:30.3,1237.178,32.45253441,54:31.2
98,39.97852,2450.00,58.55908,54:50.3,112.1367,31.19762981,54:51.2,1236.85,32.3873362,54:52.0,1236.22,32.26207947,54:52.8,1227.13,30.45061946,54:53.6,1227.582,30.54087989,54:54.4,1293.193,-307.8154514,54:55.2,1237.271,32.47101865,54:56.1
99,39.98096,2475.00,58.56396,55:15.3,112.1431,31.21415587,55:16.1,1236.949,32.407016,55:16.9,1236.314,32.28077095,55:17.7,1227.225,30.46959174,55:18.5,1227.674,30.55924909,55:19.4,1293.29,-307.8077915,55:20.2,1237.363,32.48930332,55:21.0
100,39.98389,2500.00,58.56787,55:40.2,112.1509,31.23429712,55:41.0,1237.046,32.42629733,55:41.8,1236.408,32.29946159,55:42.6,1227.317,30.48796408,55:43.5,1227.764,30.57721818,55:44.3,1293.389,-307.7999741,55:45.1,1237.455,32.5075872,55:45.9
101,39.98633,2525.00,58.5708,56:05.1,112.1587,31.25443849,56:05.9,1237.139,32.44478272,56:06.7,1236.499,32.31755493,56:07.6,1227.41,30.5065353,56:08.4,1227.856,30.59558579,56:09.2,1293.483,-307.7925518,56:10.0,1237.545,32.52547283,56:10.9
102,39.98877,2550.00,58.57422,56:30.1,112.166,31.27328884,56:30.9,1237.23,32.46286978,56:31.7,1236.59,32.33564749,56:32.5,1227.5,30.52450666,56:33.3,1227.941,30.61255514,56:34.2,1293.577,-307.7851298,56:35.0,1237.634,32.54315898,56:35.8
103,39.99121,2575.00,58.5791,56:55.0,112.1724,31.28981527,56:55.8,1237.32,32.48075732,56:56.6,1236.678,32.35314284,56:57.5,1227.591,30.54267691,56:58.3,1228.031,30.63052194,56:59.1,1293.671,-307.7777082,56:59.9,1237.722,32.56064567,57:00.8
104,39.99365,2600.00,58.58203,57:19.9,112.1792,31.30737468,57:20.7,1237.407,32.49804788,57:21.6,1236.763,32.37004107,57:22.4,1227.677,30.55984807,57:23.2,1228.113,30.64689102,57:24.0,1293.761,-307.7706026,57:24.8,1237.804,32.57693944,57:25.7
105,39.99707,2625.00,58.58545,57:44.8,112.186,31.32493419,57:45.6,1237.497,32.51593392,57:46.5,1236.85,32.3873362,57:47.3,1227.764,30.57721818,57:48.1,1228.197,30.66365868,57:48.9,1293.85,-307.7635763,57:49.8,1237.889,32.59382865,57:50.6
106,39.99805,2650.00,58.58984,58:09.7,112.1934,31.34404316,58:10.6,1237.582,32.53282559,58:11.4,1236.933,32.40383549,58:12.2,1227.85,30.59438793,58:13.0,1228.277,30.67962725,58:13.8,1293.934,-307.756945,58:14.7,1237.97,32.60992244,58:15.5
107,40.00146,2675.00,58.59375,58:34.6,112.2002,31.36160285,58:35.5,1237.667,32.54971657,58:36.3,1237.019,32.42093045,58:37.1,1227.935,30.61135733,58:38.0,1228.361,30.6963936,58:38.8,1294.025,-307.7497613,58:39.6,1238.055,32.62681032,58:40.4
108,40.00342,2700.00,58.59717,58:59.6,112.207,31.37916264,59:00.4,1237.75,32.56620947,59:01.3,1237.101,32.43722965,59:02.1,1228.019,30.62812641,59:02.9,1228.441,30.71236092,59:03.7,1294.109,-307.7431305,59:04.6,1238.136,32.64290284,59:05.4
109,40.00586,2725.00,58.6001,59:24.6,112.2134,31.39568957,59:25.4,1237.834,32.58290041,59:26.2,1237.184,32.45372697,59:27.0,1228.099,30.64409634,59:27.9,1228.521,30.72832763,59:28.7,1294.196,-307.7362632,59:29.5,1238.214,32.65839876,59:30.3
110,40.00781,2750.00,58.60254,59:49.5,112.2197,31.41195835,59:50.3,1237.918,32.59959069,59:51.2,1237.263,32.46942864,59:52.0,1228.179,30.66006566,59:52.8,1228.599,30.74389459,59:53.6,1294.276,-307.7299486,59:54.4,1238.293,32.67409276,59:55.3
111,40.00977,2775.00,58.60596,00:14.4,112.2261,31.42848544,00:15.3,1237.997,32.6152869,00:16.1,1237.34,32.48473223,00:16.9,1228.259,30.67603438,00:17.7,1228.676,30.7592614,00:18.5,1294.358,-307.7234764,00:19.3,1238.369,32.68919024,00:20.2
112,40.01318,2800.00,58.60889,00:39.3,112.2324,31.44475438,00:40.2,1238.074,32.63058516,00:41.0,1237.42,32.50063147,00:41.8,1228.337,30.69160328,00:42.6,1228.753,30.77462765,00:43.5,1294.439,-307.7170833,00:44.3,1238.445,32.70428716,00:45.1
113,40.01465,2825.00,58.61279,01:04.2,112.2383,31.45999043,01:05.1,1238.151,32.64588287,01:05.9,1237.496,32.51573519,01:06.7,1228.415,30.70717161,01:07.5,1228.827,30.78939468,01:08.4,1294.518,-307.7108484,01:09.2,1238.519,32.71898628,01:10.0
114,40.01758,2850.00,58.61475,01:29.2,112.2446,31.47625951,01:30.0,1238.225,32.66058404,01:30.8,1237.57,32.53044092,01:31.7,1228.489,30.72194102,01:32.5,1228.898,30.80356256,01:33.3,1294.594,-307.7048504,01:34.1,1238.594,32.73388351,01:35.0
115,40.01904,2875.00,58.61865,01:54.1,112.2515,31.49407812,01:54.9,1238.303,32.6760793,01:55.8,1237.645,32.54534486,01:56.6,1228.564,30.73690949,01:57.4,1228.97,30.81792949,01:58.2,1294.672,-307.6986948,01:59.1,1238.666,32.74818436,01:59.9
116,40.021,2900.00,58.62158,02:19.0,112.2573,31.50905615,02:19.9,1238.378,32.69097806,02:20.7,1237.719,32.56004955,02:21.5,1228.639,30.75187742,02:22.4,1229.044,30.83269499,02:23.2,1294.748,-307.6926972,02:24.0,1238.738,32.76248471,02:24.8
117,40.02344,2925.00,58.625,02:44.0,112.2632,31.52429249,02:44.8,1238.45,32.70528036,02:45.6,1237.79,32.57415762,02:46.4,1228.711,30.76624613,02:47.3,1229.114,30.84666188,02:48.1,1294.823,-307.6867787,02:48.9,1238.808,32.77638737,02:49.7
118,40.02588,2950.00,58.62744,03:08.9,112.2686,31.53823768,03:09.7,1238.523,32.71978082,03:10.5,1237.863,32.58866261,03:11.4,1228.785,30.78101346,03:12.2,1229.183,30.86042878,03:13.0,1294.898,-307.6808605,03:13.8,1238.877,32.79009096,03:14.6
119,40.02734,2975.00,58.63135,03:33.8,112.2744,31.5532159,03:34.6,1238.597,32.73447939,03:35.5,1237.932,32.60237234,03:36.3,1228.855,30.79498207,03:37.1,1229.252,30.87419523,03:37.9,1294.971,-307.6751002,03:38.7,1238.945,32.80359552,03:39.6
120,40.02832,3000.00,58.63428,03:58.7,112.2793,31.56586997,03:59.5,1238.662,32.74738988,04:00.4,1238.001,32.61608163,04:01.2,1228.925,30.80895022,04:02.0,1229.32,30.88776172,04:02.8,1295.043,-307.6694191,04:03.7,1239.014,32.81729822,04:04.5
121,40.03174,3025.00,58.63623,04:23.7,112.2856,31.58213955,04:24.5,1238.733,32.76149165,04:25.3,1238.068,32.62939311,04:26.2,1228.995,30.8229179,04:27.0,1229.386,30.90092878,04:27.8,1295.113,-307.6638959,04:28.6,1239.08,32.83040474,04:29.5
122,40.03174,3050.00,58.63818,04:48.6,112.2905,31.59479373,04:49.5,1238.802,32.77519573,04:50.3,1238.135,32.64270417,04:51.1,1229.062,30.83628652,04:51.9,1229.452,30.91409542,04:52.8,1295.185,-307.6582151,04:53.6,1239.146,32.84351085,04:54.4
123,40.03564,3075.00,58.64111,05:13.6,112.2959,31.6087392,05:14.4,1238.867,32.78810496,05:15.3,1238.2,32.65561748,05:16.1,1229.126,30.84905616,05:16.9,1229.514,30.92646371,05:17.7,1295.249,-307.6531657,05:18.5,1239.208,32.85582227,05:19.3
124,40.0376,3100.00,58.64258,05:38.5,112.3018,31.62397598,05:39.4,1238.935,32.80160958,05:40.2,1238.267,32.66892771,05:41.0,1229.191,30.86202492,05:41.8,1229.58,30.93962954,05:42.6,1295.318,-307.6477219,05:43.4,1239.274,32.86892759,05:44.3
125,40.03809,3125.00,58.646,06:03.5,112.3071,31.63766332,06:04.3,1239.002,32.81491518,06:05.1,1238.332,32.68184022,06:05.9,1229.255,30.87479376,06:06.7,1229.643,30.95219655,06:07.6,1295.383,-307.6425939,06:08.4,1239.335,32.88103971,06:09.2
126,40.03955,3150.00,58.64844,06:28.4,112.3125,31.65160896,06:29.2,1239.064,32.82722744,06:30.0,1238.394,32.69415639,06:30.8,1229.32,30.88776172,06:31.7,1229.704,30.96436424,06:32.5,1295.45,-307.6373082,06:33.3,1239.398,32.89354858,06:34.1
127,40.0415,3175.00,58.65234,06:53.3,112.3174,31.66426339,06:54.2,1239.129,32.84013507,06:55.0,1238.453,32.70587628,06:55.8,1229.381,30.89993129,06:56.6,1229.765,30.97653158,06:57.5,1295.513,-307.6323383,06:58.3,1239.459,32.90565999,06:59.1
128,40.04346,3200.00,58.6543,07:18.3,112.3213,31.67433532,07:19.1,1239.19,32.85224802,07:20.0,1238.517,32.71858902,07:20.8,1229.444,30.91249949,07:21.6,1229.825,30.9884991,07:22.4,1295.579,-307.6271318,07:23.2,1239.52,32.91777105,07:24.1
129,40.04492,3225.00,58.65625,07:43.2,112.3257,31.68569855,07:44.1,1239.254,32.86495632,07:44.9,1238.576,32.73030823,07:45.7,1229.505,30.92466833,07:46.5,1229.884,31.00026684,07:47.4,1295.643,-307.6220833,07:48.2,1239.579,32.9294847,07:49.0
130,40.04639,3250.00,58.65918,08:08.2,112.3315,31.70067742,08:09.0,1239.313,32.87667144,08:09.8,1238.636,32.74222573,08:10.6,1229.564,30.93643786,08:11.4,1229.941,31.01163535,08:12.3,1295.702,-307.6174293,08:13.1,1239.635,32.94060243,08:13.9
131,40.04834,3275.00,58.66064,08:33.1,112.3364,31.71333203,08:33.9,1239.372,32.88838623,08:34.7,1238.693,32.75354705,08:35.5,1229.625,30.94860601,08:36.4,1229.997,31.02280411,08:37.2,1295.762,-307.6126965,08:38.0,1239.691,32.95171987,08:38.8
132,40.05078,3300.00,58.66406,08:58.0,112.3398,31.7221128,08:58.8,1239.434,32.90069634,08:59.6,1238.75,32.76486806,09:00.5,1229.681,30.95977646,09:01.3,1230.052,31.03377315,09:02.1,1295.82,-307.6081216,09:02.9,1239.747,32.96283701,09:03.7
133,40.05176,3325.00,58.66602,09:22.9,112.3452,31.73605879,09:23.7,1239.487,32.91121921,09:24.6,1238.807,32.77618876,09:25.4,1229.739,30.97134554,09:26.2,1230.108,31.04494132,09:27.0,1295.88,-307.6033891,09:27.9,1239.802,32.97375535,09:28.7
134,40.0542,3350.00,58.66797,09:47.9,112.3501,31.74871353,09:48.7,1239.542,32.92213889,09:49.5,1238.862,32.78711196,09:50.4,1229.796,30.98271484,09:51.2,1230.162,31.05571035,09:52.0,1295.938,-307.5988145,09:52.8,1239.856,32.98447489,09:53.7
135,40.05566,3375.00,58.67041,10:12.8,112.355,31.76136832,10:13.7,1239.597,32.93305829,10:14.5,1238.919,32.79843206,10:15.3,1229.852,30.99388438,10:16.1,1230.217,31.06667852,10:17.0,1295.998,-307.5940822,10:17.8,1239.912,32.99559117,10:18.6
136,40.05713,3400.00,58.67285,10:37.8,112.3589,31.77144053,10:38.6,1239.655,32.94457298,10:39.4,1238.973,32.80915609,10:40.3,1229.903,31.00405638,10:41.1,1230.269,31.07704816,10:41.9,1296.051,-307.5899022,10:42.7,1239.963,33.00571466,10:43.5
137,40.05811,3425.00,58.67529,11:02.7,112.3623,31.78022145,11:03.5,1239.708,32.95509475,11:04.3,1239.024,32.81928409,11:05.2,1229.958,31.0150259,11:06.0,1230.32,31.08721813,11:06.8,1296.105,-307.5856434,11:07.6,1240.015,33.01603641,11:08.4
138,40.06055,3450.00,58.67822,11:27.6,112.3662,31.79029372,11:28.4,1239.766,32.96660883,11:29.2,1239.078,32.83000758,11:30.1,1230.009,31.02519738,11:30.9,1230.373,31.09778667,11:31.7,1296.159,-307.5813846,11:32.5,1240.065,33.02596092,11:33.4
139,40.06201,3475.00,58.67969,11:52.5,112.3711,31.80294866,11:53.3,1239.813,32.97593898,11:54.2,1239.129,32.84013507,11:55.0,1230.06,31.03536862,11:55.8,1230.422,31.10755734,11:56.6,1296.209,-307.5774415,11:57.5,1240.115,33.0358852,11:58.3
140,40.06348,3500.00,58.68164,12:17.5,112.375,31.81302099,12:18.3,1239.864,32.98606295,12:19.1,1239.18,32.85026232,12:20.0,1230.112,31.04573904,12:20.8,1230.473,31.11772657,12:21.6,1296.265,-307.5730252,12:22.4,1240.167,33.0462062,12:23.3
141,40.06396,3525.00,58.68359,12:42.4,112.3789,31.82309335,12:43.3,1239.914,32.99598817,12:44.1,1239.229,32.85999219,12:44.9,1230.162,31.05571035,12:45.7,1230.519,31.12689861,12:46.6,1296.315,-307.5690822,12:47.4,1240.213,33.0553361,12:48.2
142,40.06543,3550.00,58.68604,13:07.4,112.3833,31.83445708,13:08.2,1239.964,33.00591316,13:09.0,1239.28,32.87011896,13:09.8,1230.211,31.065482,13:10.7,1230.565,31.13607045,13:11.5,1296.366,-307.5650605,13:12.3,1240.26,33.06466428,13:13.1
143,40.06641,3575.00,58.68799,13:32.3,112.3867,31.84323817,13:33.1,1240.013,33.01563942,13:33.9,1239.33,32.88004692,13:34.7,1230.262,31.07565226,13:35.5,1230.613,31.14564084,13:36.4,1296.417,-307.5610388,13:37.2,1240.307,33.07399225,13:38.0
144,40.06787,3600.00,58.68994,13:57.2,112.3906,31.85331062,13:58.0,1240.058,33.0245715,13:58.8,1239.375,32.88898189,13:59.6,1230.31,31.08522404,14:00.5,1230.66,31.15501165,14:01.3,1296.466,-307.557175,14:02.1,1240.353,33.08312155,14:02.9
145,40.07031,3625.00,58.69141,14:22.1,112.395,31.86467444,14:22.9,1240.108,33.03449581,14:23.7,1239.42,32.89791667,14:24.6,1230.358,31.0947956,14:25.4,1230.706,31.16418287,14:26.2,1296.514,-307.5533901,14:27.0,1240.399,33.09225065,14:27.8
146,40.07178,3650.00,58.69287,14:47.0,112.3979,31.87216426,14:47.9,1240.151,33.04303053,14:48.7,1239.469,32.90764544,14:49.5,1230.403,31.10376874,14:50.4,1230.75,31.17295515,14:51.2,1296.562,-307.5496052,14:52.0,1240.441,33.10058574,14:52.8
147,40.07227,3675.00,58.69531,15:12.0,112.4019,31.88249506,15:12.8,1240.197,33.05216051,15:13.7,1239.513,32.91638128,15:14.5,1230.45,31.11314048,15:15.3,1230.792,31.18132852,15:16.1,1296.606,-307.5461359,15:16.9,1240.485,33.10931756,15:17.8
148,40.07373,3700.00,58.69629,15:37.0,112.4053,31.89127627,15:37.8,1240.243,33.06129028,15:38.6,1239.557,32.92511694,15:39.4,1230.493,31.12171444,15:40.2,1230.836,31.19010044,15:41.1,1296.656,-307.5421935,15:41.9,1240.53,33.11824765,15:42.7
149,40.07471,3725.00,58.69775,16:01.9,112.4087,31.9000575,16:02.7,1240.289,33.07041986,16:03.5,1239.601,32.93385241,16:04.4,1230.536,31.13028823,16:05.2,1230.879,31.19867283,16:06.0,1296.698,-307.538882,16:06.8,1240.572,33.12658222,16:07.6
150,40.07568,3750.00,58.70068,16:26.8,112.4121,31.90883876,16:27.6,1240.332,33.07895385,16:28.4,1239.646,32.94278624,16:29.3,1230.581,31.1392606,16:30.1,1230.921,31.20704568,16:30.9,1296.745,-307.5351763,16:31.7,1240.614,33.13491663,16:32.5
151,40.07715,3775.00,58.70166,16:51.7,112.416,31.9189114,16:52.5,1240.378,33.08808304,16:53.4,1239.689,32.95132282,16:54.2,1230.623,31.14763465,16:55.0,1230.964,31.21561772,16:55.8,1296.787,-307.5318649,16:56.7,1240.654,33.14285401,16:57.5
152,40.07764,3800.00,58.70361,17:16.6,112.4204,31.93027544,17:17.5,1240.421,33.09661667,17:18.3,1239.732,32.95985924,17:19.1,1230.666,31.1562079,17:19.9,1231.005,31.22379089,17:20.8,1296.831,-307.5283959,17:21.6,1240.696,33.1511881,17:22.4
153,40.07959,3825.00,58.70557,17:41.6,112.4229,31.9367323,17:42.4,1240.462,33.10475322,17:43.2,1239.772,32.96779993,17:44.1,1230.707,31.16438224,17:44.9,1231.044,31.23156522,17:45.7,1296.873,-307.5250846,17:46.5,1240.736,33.15912517,17:47.4
154,40.08105,3850.00,58.70605,18:06.6,112.4263,31.94551365,18:07.4,1240.502,33.11269117,18:08.2,1239.812,32.97574047,18:09.0,1230.748,31.17255641,18:09.8,1231.082,31.23914008,18:10.7,1296.914,-307.5218522,18:11.5,1240.774,33.16666525,18:12.3
155,40.08203,3875.00,58.70947,18:31.5,112.4292,31.95300364,18:32.3,1240.541,33.12043053,18:33.1,1239.851,32.98348236,18:34.0,1230.787,31.1803317,18:34.8,1231.12,31.24671479,18:35.6,1296.954,-307.5186987,18:36.4,1240.81,33.17380836,18:37.2
156,40.08252,3900.00,58.71191,18:56.4,112.4321,31.96049365,18:57.2,1240.583,33.12876506,18:58.0,1239.892,32.99162111,18:58.8,1230.826,31.18810684,18:59.7,1231.157,31.25409004,19:00.5,1296.995,-307.5154665,19:01.3,1240.848,33.18134818,19:02.1
157,40.0835,3925.00,58.71191,19:21.3,112.4346,31.96695056,19:22.1,1240.618,33.13571038,19:22.9,1239.928,32.99876719,19:23.8,1230.864,31.19568248,19:24.6,1231.193,31.26126584,19:25.4,1297.032,-307.5125496,19:26.2,1240.883,33.18829262,19:27.1
158,40.08496,3950.00,58.7124,19:46.2,112.438,31.97573199,19:47.1,1240.659,33.14384618,19:47.9,1239.966,33.00631016,19:48.7,1230.904,31.20365669,19:49.5,1231.231,31.26884015,19:50.3,1297.072,-307.5093963,19:51.2,1240.921,33.19583218,19:52.0
159,40.08496,3975.00,58.71484,20:11.2,112.4409,31.98322204,20:12.0,1240.692,33.15039439,20:12.8,1240.002,33.013456,20:13.7,1230.941,31.2110327,20:14.5,1231.268,31.27621501,20:15.3,1297.111,-307.5063219,20:16.1,1240.958,33.20317319,20:16.9
160,40.08691,4000.00,58.7168,20:36.1,112.4438,31.99071212,20:37.0,1240.732,33.15833147,20:37.8,1240.039,33.0208002,20:38.6,1230.975,31.21781054,20:39.4,1231.302,31.28299179,20:40.2,1297.146,-307.5035628,20:41.1,1240.993,33.21011728,20:41.9
161,40.0874,4025.00,58.71777,21:01.1,112.4458,31.99587769,21:01.9,1240.763,33.16448261,21:02.7,1240.072,33.02735033,21:03.5,1231.009,31.22458827,21:04.4,1231.333,31.28917053,21:05.2,1297.184,-307.5005674,21:06.0,1241.023,33.21606926,21:06.8
162,40.08838,4050.00,58.71826,21:26.0,112.4502,32.00724199,21:26.8,1240.802,33.17222101,21:27.6,1240.111,33.03509126,21:28.5,1231.047,31.23216324,21:29.3,1231.37,31.29654503,21:30.1,1297.219,-307.4978084,21:30.9,1241.061,33.22360832,21:31.7
163,40.08984,4075.00,58.7207,21:50.9,112.4526,32.01344071,21:51.7,1240.832,33.17817353,21:52.6,1240.147,33.04223661,21:53.4,1231.083,31.23933941,21:54.2,1231.406,31.30372009,21:55.0,1297.257,-307.494813,21:55.8,1241.096,33.23055206,21:56.7
164,40.09033,4100.00,58.72217,22:15.9,112.4551,32.01989773,22:16.7,1240.872,33.18611009,22:17.5,1240.18,33.04878641,22:18.3,1231.115,31.24571813,22:19.1,1231.437,31.30989852,22:20.0,1297.29,-307.4922118,22:20.8,1241.125,33.23630537,22:21.6
165,40.09131,4125.00,58.72363,22:40.8,112.4575,32.02609647,22:41.6,1240.905,33.19265764,22:42.4,1240.214,33.05553458,22:43.3,1231.149,31.2524954,22:44.1,1231.469,31.31627616,22:44.9,1297.325,-307.489453,22:45.7,1241.157,33.24265375,22:46.6
166,40.09326,4150.00,58.72363,23:05.8,112.4604,32.03358664,23:06.6,1240.934,33.19841147,23:07.4,1240.245,33.06168722,23:08.2,1231.182,31.25907325,23:09.1,1231.5,31.32245441,23:09.9,1297.357,-307.4869306,23:10.7,1241.187,33.24860527,23:11.5
167,40.09375,4175.00,58.7251,23:30.7,112.4634,32.04133511,23:31.5,1240.969,33.20535563,23:32.4,1240.275,33.06764131,23:33.2,1231.212,31.26505301,23:34.0,1231.529,31.32823397,23:34.8,1297.389,-307.4844083,23:35.6,1241.217,33.25455671,23:36.5
168,40.09424,4200.00,58.72607,23:55.6,112.4648,32.04495106,23:56.5,1240.998,33.21110928,23:57.3,1240.306,33.07379378,23:58.1,1231.246,31.27182997,23:58.9,1231.559,31.33421275,23:59.7,1297.421,-307.4818861,24:00.6,1241.247,33.26050806,24:01.4
169,40.09473,4225.00,58.72803,24:20.5,112.4683,32.05399097,24:21.4,1241.028,33.21706125,24:22.2,1240.335,33.07954923,24:23.0,1231.272,31.27701228,24:23.8,1231.589,31.34019144,24:24.6,1297.451,-307.4795215,24:25.4,1241.275,33.26606258,24:26.3
170,40.09521,4250.00,58.729,24:45.4,112.4702,32.05889836,24:46.3,1241.059,33.22321153,24:47.1,1240.364,33.08530461,24:47.9,1231.306,31.28378905,24:48.7,1231.617,31.34577147,24:49.6,1297.482,-307.4770782,24:50.4,1241.305,33.27201376,24:51.2
171,40.09668,4275.00,58.73047,25:10.4,112.4727,32.06535546,25:11.2,1241.091,33.22956011,25:12.0,1240.394,33.09125836,25:12.8,1231.335,31.28956915,25:13.7,1231.647,31.35175,25:14.5,1297.515,-307.4744772,25:15.3,1241.333,33.27756813,25:16.2
172,40.09814,4300.00,58.73193,25:35.4,112.4746,32.07026286,25:36.2,1241.116,33.23451987,25:37.0,1240.422,33.09681512,25:37.8,1231.363,31.29514986,25:38.7,1231.672,31.35673204,25:39.5,1297.541,-307.472428,25:40.3,1241.358,33.28252732,25:41.1
173,40.09863,4325.00,58.73291,26:00.3,112.4761,32.07413713,26:01.1,1241.144,33.24007473,26:02.0,1240.449,33.10217336,26:02.8,1231.39,31.30053119,26:03.6,1231.699,31.36211258,26:04.4,1297.569,-307.4702212,26:05.2,1241.386,33.28808155,26:06.1
174,40.09961,4350.00,58.73389,26:25.2,112.4785,32.08033598,26:26.1,1241.173,33.2458279,26:26.9,1240.477,33.10772997,26:27.7,1231.417,31.30591245,26:28.5,1231.727,31.36769232,26:29.3,1297.598,-307.4679356,26:30.2,1241.413,33.29343734,26:31.0
175,40.09912,4375.00,58.73486,26:50.1,112.4805,32.08550169,26:51.0,1241.2,33.25118424,26:51.8,1240.503,33.11288962,26:52.6,1231.443,31.31109434,26:53.4,1231.753,31.37287344,26:54.2,1297.625,-307.4658076,26:55.1,1241.438,33.29839635,26:55.9
176,40.09961,4400.00,58.73535,27:15.0,112.4839,32.09428342,27:15.9,1241.229,33.25693726,27:16.7,1240.529,33.1180492,27:17.5,1231.47,31.31647546,27:18.3,1231.78,31.37825377,27:19.2,1297.652,-307.4636797,27:20.0,1241.464,33.30355365,27:20.8
177,40.10156,4425.00,58.73584,27:40.0,112.4863,32.1004823,27:40.8,1241.254,33.26189669,27:41.6,1240.555,33.12320873,27:42.5,1231.496,31.32165722,27:43.3,1231.803,31.38283696,27:44.1,1297.676,-307.4617882,27:44.9,1241.486,33.30791748,27:45.7
178,40.10156,4450.00,58.73877,28:04.9,112.4868,32.10177373,28:05.7,1241.276,33.26626095,28:06.6,1240.58,33.12816974,28:07.4,1231.52,31.32644032,28:08.2,1231.826,31.3874201,28:09.0,1297.704,-307.4595815,28:09.9,1241.511,33.31287631,28:10.7
179,40.10254,4475.00,58.73975,28:29.9,112.4893,32.10823091,28:30.7,1241.306,33.27221214,28:31.5,1240.604,33.13293227,28:32.4,1231.545,31.33142266,28:33.2,1231.849,31.39200318,28:34.0,1297.729,-307.4576113,28:34.8,1241.535,33.31763674,28:35.6
180,40.10303,4500.00,58.74023,28:54.8,112.4917,32.11442982,28:55.6,1241.328,33.27657629,28:56.5,1240.628,33.13769473,28:57.3,1231.569,31.33620565,28:58.1,1231.872,31.39658622,28:58.9,1297.752,-307.4557987,28:59.8,1241.558,33.32219876,29:00.6
181,40.10449,4525.00,58.74072,29:19.7,112.4932,32.11830414,29:20.6,1241.35,33.28094039,29:21.4,1240.652,33.14245715,29:22.2,1231.593,31.34098859,29:23.0,1231.894,31.40096995,29:23.8,1297.776,-307.4539073,29:24.7,1241.577,33.32596736,29:25.5
182,40.10498,4550.00,58.74072,29:44.6,112.4961,32.12579451,29:45.5,1241.375,33.28589954,29:46.3,1240.675,33.14702108,29:47.1,1231.616,31.34557219,29:47.9,1231.915,31.40515437,29:48.7,1297.799,-307.4520948,29:49.5,1241.601,33.33072763,29:50.4
183,40.10547,4575.00,58.74219,30:09.6,112.4961,32.12579451,30:10.4,1241.392,33.28927173,30:11.2,1240.699,33.15178339,30:12.0,1231.639,31.35015573,30:12.9,1231.938,31.40973727,30:13.7,1297.822,-307.4502822,30:14.5,1241.621,33.33469449,30:15.3
184,40.10596,4600.00,58.74365,30:34.5,112.498,32.130702,30:35.3,1241.42,33.29482587,30:36.1,1240.722,33.15634722,30:37.0,1231.662,31.35473923,30:37.8,1231.96,31.41412086,30:38.6,1297.849,-307.4481545,30:39.4,1241.644,33.33925633,30:40.2
185,40.10596,4625.00,58.74414,30:59.4,112.4995,32.13457634,31:00.3,1241.438,33.29839635,31:01.1,1240.744,33.16071257,31:01.9,1231.684,31.3591234,31:02.7,1231.98,31.4181059,31:03.6,1297.866,-307.4468148,31:04.4,1241.663,33.34302477,31:05.2
186,40.10645,4650.00,58.74609,31:24.4,112.5024,32.14206674,31:25.2,1241.459,33.30256187,31:26.0,1240.764,33.16468103,31:26.9,1231.704,31.36310896,31:27.7,1231.999,31.42189166,31:28.5,1297.888,-307.4450811,31:29.3,1241.684,33.34718984,31:30.1
187,40.10742,4675.00,58.74512,31:49.3,112.5034,32.14464964,31:50.1,1241.478,33.30633064,31:51.0,1240.784,33.16864946,31:51.8,1231.724,31.36709449,31:52.6,1232.02,31.42607587,31:53.5,1297.908,-307.4435051,31:54.3,1241.702,33.35075988,31:55.1
